City ID,City Name,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
368,Teknāf,66,BD,1584742047,67,20.86,92.31,64.44,2.1
369,Mahajanga,20,MG,1584742048,83,-15.72,46.32,80.6,4.7
370,Iğdır,20,TR,1584742048,49,39.92,44.05,46.4,8.05
371,Berbera,72,SO,1584742048,83,10.44,45.01,79.2,2.89
372,Mandera,93,KE,1584742048,8,3.94,41.87,78.01,1.01
373,Kibre Mengist,78,ET,1584742048,94,5.88,38.98,61.2,1.83
374,Teya,100,RU,1584742048,97,60.38,92.63,21.96,3.87
375,Majene,100,ID,1584742048,93,-3.54,118.97,74.7,3.83
376,Alofi,75,NU,1584741771,70,-19.06,-169.92,84.2,3.02
377,Omboué,100,GA,1584742048,94,-1.57,9.26,73.44,3.78
378,Nouna,31,BF,1584741813,29,12.73,-3.87,93.06,5.59
379,Erbil,87,IQ,1584741988,66,36.19,44.01,53.6,10.29
380,Zelenoborskiy,0,RU,1584741779,89,66.84,32.36,10.98,5.95
381,Kavaratti,23,IN,1584741801,71,10.57,72.64,83.34,9.19
382,Cooma,90,AU,1584742048,87,-36.23,149.13,50.0,6.93
383,Soyo,100,AO,1584742049,85,-6.13,12.37,79.02,4.45
384,Linfen,39,CN,1584742049,20,36.09,111.52,59.94,4.45
385,Codrington,77,AU,1584741770,71,-38.27,141.97,57.42,6.93
386,Ji’an,99,CN,1584742049,93,27.12,114.98,66.96,4.07
387,Paamiut,80,GL,1584741492,70,61.99,-49.67,14.4,8.01
388,Kazachinskoye,100,RU,1584742049,96,57.7,93.28,30.24,9.75
389,Vanavara,100,RU,1584742049,96,60.34,102.28,17.46,4.79
390,Santa Cruz de la Sierra,90,BO,1584741799,78,-17.8,-63.17,77.0,2.24
391,Santa Rosa,20,PH,1584742049,78,14.31,121.11,78.8,2.24
392,Dubovskoye,53,RU,1584742049,77,47.41,42.76,40.32,8.1
393,Petropavlovsk-Kamchatskiy,90,RU,1584742049,100,53.05,158.65,26.6,6.71
394,Nelson Bay,75,AU,1584741804,88,-32.72,152.15,73.99,6.93
395,Olafsvik,100,IS,1584742049,75,64.89,-23.71,36.36,11.3
396,Pudozh,4,RU,1584742050,87,61.81,36.53,16.2,4.0
397,Erzin,42,TR,1584742050,100,36.96,36.2,46.4,4.41
398,Porto-Novo,20,BJ,1584741782,88,6.5,2.6,82.4,9.17
399,Aklavik,75,CA,1584741782,59,68.22,-135.01,37.4,13.87
400,Wasilla,40,US,1584741760,64,61.58,-149.44,39.2,1.83
401,Miracema do Tocantins,100,BR,1584742050,83,-9.56,-48.4,76.32,5.55
402,Simbahan,43,PH,1584742050,80,6.3,120.58,81.18,12.1
403,Scottsbluff,90,US,1584742050,73,41.87,-103.67,24.8,17.22
404,Manggar,100,ID,1584741794,73,-2.88,108.27,81.36,4.25
405,Būgai,94,LT,1584742050,94,55.42,22.62,35.64,11.61
406,Coquimbo,75,CL,1584741774,77,-29.95,-71.34,62.6,9.17
407,Kuito,98,AO,1584742050,89,-12.38,16.93,60.12,2.46
408,Caconda,100,AO,1584741917,85,-13.73,15.07,57.96,2.77
409,Rocha,0,UY,1584742051,58,-34.48,-54.33,72.18,5.46
410,Shellbrook,75,CA,1584741788,62,53.22,-106.4,19.4,5.82
411,Wagar,10,SD,1584742051,49,16.15,36.2,70.56,11.45
412,Omsukchan,0,RU,1584742051,63,62.53,155.8,-8.28,4.32
413,Naze,20,JP,1584742051,93,28.37,129.48,53.6,3.36
414,Kiryat Gat,75,IL,1584742051,93,31.61,34.76,48.99,6.93
415,Ban Nahin,31,LA,1584742051,80,18.24,104.21,76.14,4.21
416,Los Llanos de Aridane,20,ES,1584741800,63,28.66,-17.92,64.4,13.87
417,Mbour,14,SN,1584742051,69,14.42,-16.96,73.4,18.34
418,San Vicente,0,AR,1584742051,41,-26.62,-54.13,75.96,4.07
419,Ilo,100,PE,1584742051,85,-17.64,-71.34,71.64,3.78
420,Kalāleh,90,IR,1584741776,87,37.38,55.49,51.8,2.21
421,Monrovia,20,LR,1584742052,94,6.3,-10.8,80.6,6.91
422,Abū Zabad,0,SD,1584742052,6,12.35,29.25,73.8,10.85
423,Grindavik,90,IS,1584741769,100,63.84,-22.43,39.2,10.29
424,Umba,0,RU,1584742052,65,66.69,34.34,21.96,15.79
425,Yazman,0,PK,1584742052,35,29.12,71.74,75.78,10.56
426,Altay,0,CN,1584742052,35,47.87,88.12,19.26,4.5
427,Trelleborg,0,SE,1584742052,51,55.38,13.16,37.99,11.41
428,Salamina,0,GR,1584742052,50,37.96,23.5,57.99,6.73
429,Duncan,75,US,1584742052,57,34.5,-97.96,51.8,18.34
430,Vidalia,40,US,1584742052,35,32.22,-82.41,86.0,9.17
431,Kalabo,65,ZM,1584742052,92,-14.97,22.68,67.14,3.89
432,St. George's,20,GD,1584742052,62,12.06,-61.75,84.2,13.87
433,Mariehamn,0,AX,1584742052,85,60.1,19.93,23.0,1.12
434,Vardø,20,NO,1584741763,78,70.37,31.11,19.4,21.92
435,Mount Isa,0,AU,1584741780,72,-20.73,139.5,66.2,8.3
436,Gamboma,100,CG,1584741939,81,-1.88,15.86,72.72,7.43
437,Esim,33,GH,1584742053,84,4.87,-2.24,80.1,3.47
438,Tongren,99,CN,1584742053,95,27.72,109.19,63.54,1.48
439,San Andrés,20,CO,1584741970,62,12.58,-81.7,86.0,11.41
440,Ordzhonīkīdze,100,KZ,1584742053,99,52.44,61.74,32.04,3.56
441,Aitape,100,PG,1584742053,80,-3.14,142.35,81.0,4.05
442,Viedma,0,AR,1584741604,26,-40.81,-63.0,78.3,12.84
443,Gizo Government Station,100,SB,1584741774,87,-8.1,156.84,78.48,4.0
444,Tautira,75,PF,1584741692,62,-17.73,-149.15,89.6,10.29
445,Yangjiang,100,CN,1584742053,77,21.85,111.97,72.0,3.89
446,Baharly,67,TM,1584742053,58,38.44,57.43,57.78,8.03
447,Sarangani,66,PH,1584741780,75,5.4,125.46,80.64,5.55
448,Bārān,0,IN,1584742054,31,25.1,76.52,70.02,2.39
449,Mehamn,40,NO,1584741785,62,71.04,27.85,24.8,10.29
450,Chabahar,3,IR,1584742054,61,25.29,60.64,74.88,5.59
451,Porto Walter,100,BR,1584742054,63,-8.27,-72.74,85.14,4.9
452,Hanzhong,79,CN,1584742054,49,33.07,107.03,61.74,0.85
453,Andenes,93,NO,1584742054,68,69.31,16.12,28.4,11.41
454,Puerto Madero,20,MX,1584742054,62,14.72,-92.42,89.6,16.11
455,Bykovo,40,RU,1584742054,77,55.64,38.08,32.0,2.24
456,Kargasok,100,RU,1584742054,97,59.06,80.86,31.5,12.68
457,Bang Mun Nak,0,TH,1584742054,67,16.03,100.38,81.9,9.26
458,Genhe,96,CN,1584742055,83,50.78,121.52,11.52,2.77
459,Serafimovich,0,RU,1584742055,66,49.58,42.74,39.42,7.52
460,Akureyri,100,IS,1584742055,65,65.68,-18.09,41.0,47.2
461,Atasū,36,KZ,1584741804,60,48.68,71.64,23.22,7.83
462,Okhotsk,0,RU,1584741773,83,59.38,143.3,0.72,3.87
463,Brufut,8,GM,1584742055,73,13.38,-16.75,73.4,11.41
464,Belaya Gora,0,RU,1584742055,83,68.53,146.42,-5.4,8.43
465,Henties Bay,57,NA,1584741794,93,-22.12,14.28,61.0,8.21
466,San Rafael,0,AR,1584742055,21,-34.62,-68.33,86.76,15.48
467,Garden City,90,US,1584742055,64,42.33,-83.33,45.0,16.11
468,Zhangjiakou,100,CN,1584742055,32,40.81,114.88,39.42,5.01
469,Willowmore,0,ZA,1584742055,73,-33.29,23.49,57.42,3.15
470,Jijiga,100,ET,1584742055,65,9.35,42.8,69.12,12.17
471,Vikhorevka,75,RU,1584742055,92,56.12,101.16,26.6,6.71
472,Arlit,0,NE,1584742056,10,18.74,7.39,86.94,11.81
473,Maracaçumé,100,BR,1584742056,95,-2.04,-45.96,75.6,4.94
474,Nishihara,93,JP,1584741778,88,26.18,127.76,64.4,3.36
475,Kenora,20,CA,1584742056,20,49.82,-94.43,23.0,3.36
476,Pangkalanbuun,100,ID,1584741795,98,-2.68,111.62,73.62,1.86
477,Goulburn,2,AU,1584742056,74,-34.75,149.72,57.0,3.09
478,Aracaju,20,BR,1584741760,78,-10.91,-37.07,80.6,16.33
479,Khedbrahma,0,IN,1584742056,54,24.03,73.05,64.8,3.47
480,Port Shepstone,29,ZA,1584742056,89,-30.74,30.45,70.38,8.3
481,Adendorf,3,DE,1584742056,60,53.28,10.44,39.2,14.99
482,Saint-Joseph,31,RE,1584742056,68,-21.37,55.62,71.6,6.93
483,Little Current,90,CA,1584742056,73,45.98,-81.92,23.0,19.46
484,Arrondissement d'Ajaccio,90,FR,1584742057,76,42.0,8.92,55.4,6.93
485,Soe,78,ID,1584741802,88,-9.86,124.28,74.34,3.44
486,Tondano,40,ID,1584741805,100,1.3,124.91,75.2,1.12
487,Hoi An,20,VN,1584742057,94,15.88,108.33,77.0,4.7
488,Port Hedland,35,AU,1584741787,88,-20.32,118.57,80.6,6.93
489,Clovis,40,US,1584741999,42,36.83,-119.7,66.99,3.44
490,Mackay,40,AU,1584742057,94,-21.15,149.2,82.0,4.7
491,Hurricane,20,US,1584742057,49,37.18,-113.29,52.0,16.11
492,Miles City,90,US,1584742057,43,46.41,-105.84,39.99,13.87
493,Fairbanks,90,US,1584741631,80,64.84,-147.72,37.4,16.11
494,Turukhansk,0,RU,1584742057,81,65.82,87.98,-3.96,7.85
495,Los Barrios,75,ES,1584742057,100,36.18,-5.49,60.8,18.34
496,Mahrīz,18,IR,1584742057,20,31.59,54.43,55.4,2.24
497,La Ronge,75,CA,1584741802,35,55.1,-105.28,24.8,6.93
498,Bolshevik,100,BY,1584742058,74,54.01,27.57,37.4,6.71
499,Belen,75,TR,1584742058,75,36.49,36.22,46.4,11.41
500,Mâncio Lima,22,BR,1584742058,100,-7.61,-72.9,75.2,2.24
501,Ipanema,75,BR,1584742058,69,-30.14,-51.22,75.2,10.29
502,Jiayuguan City,8,CN,1584742058,47,39.82,98.3,36.18,3.09
503,Itapipoca,100,BR,1584742058,93,-3.49,-39.58,76.32,3.02
504,Kokopo,79,PG,1584741805,79,-4.35,152.26,81.36,8.46
505,Solwezi,100,ZM,1584741983,98,-12.17,26.39,61.74,3.96
506,Camargo,0,MX,1584742058,15,27.67,-105.17,76.86,7.2
507,Senneterre,75,CA,1584742058,85,48.38,-77.23,15.8,18.34
508,Hirara,40,JP,1584741944,94,24.8,125.28,68.0,5.82
509,Hokitika,100,NZ,1584742058,70,-42.72,170.97,56.88,14.29
510,Bedford,75,GB,1584742058,93,52.13,-0.47,42.01,13.87
511,Indramayu,100,ID,1584742058,78,-6.33,108.32,78.84,3.56
512,Sühbaatar,33,MN,1584742059,71,50.23,106.21,25.56,3.11
513,Catuday,0,PH,1584741784,78,16.29,119.81,79.74,6.85
514,Ushirombo,1,TZ,1584742059,89,-3.49,31.96,65.7,1.1
515,Ahipara,100,NZ,1584741786,71,-35.17,173.17,66.42,4.76
516,Lālmohan,85,BD,1584742059,60,22.34,90.74,72.72,4.65
517,Acli,75,PH,1584742059,83,15.13,120.64,78.01,2.24
518,Sarakhs,100,IR,1584742059,93,36.54,61.16,50.0,2.24
519,Xunchang,0,CN,1584742059,51,28.45,104.72,64.98,1.39
520,Srednekolymsk,0,RU,1584741787,81,67.45,153.68,-10.26,10.94
521,Praia da Vitória,75,PT,1584741783,77,38.73,-27.07,59.0,10.18
522,Opuwo,73,NA,1584741785,72,-18.06,13.84,72.54,2.46
523,Atar,0,MR,1584742059,21,20.52,-13.05,69.3,9.17
524,Itoman,98,JP,1584742059,88,26.12,127.67,64.4,3.36
525,Arica,30,CL,1584742059,69,-18.48,-70.3,75.2,8.05
526,Ihiala,100,NG,1584742059,80,5.85,6.86,79.92,9.98
527,Bluefields,40,NI,1584742059,74,12.01,-83.76,82.4,6.93
528,Fernie,5,CA,1584742060,38,49.5,-115.07,42.8,9.17
529,Nizhniy Odes,0,RU,1584742060,90,63.64,54.86,10.44,3.02
530,Kruisfontein,13,ZA,1584741779,92,-34.0,24.73,59.94,3.71
531,Le Mars,1,US,1584742060,53,42.79,-96.17,26.01,12.75
532,Hare Bay,90,CA,1584742060,86,48.85,-54.01,28.4,28.86
533,Hoima,92,UG,1584742060,86,1.44,31.34,69.3,1.16
534,Smithers,5,CA,1584742060,35,54.78,-127.17,41.0,2.24
535,Puerto Ayacucho,20,VE,1584742060,32,5.66,-67.62,96.8,11.41
536,Lata,75,PT,1584741778,93,40.16,-8.33,53.01,3.36
537,Maragogi,100,BR,1584742060,75,-9.01,-35.22,82.44,17.05
538,Churapcha,64,RU,1584742060,98,62.0,132.43,-1.8,4.36
539,Shenjiamen,0,CN,1584742060,84,29.96,122.3,56.16,17.92
540,Nouadhibou,8,MR,1584741787,64,20.93,-17.03,68.0,20.8
541,Katsuura,20,JP,1584741768,46,35.13,140.3,50.0,2.24
542,Zhelyabovka,51,UA,1584742061,75,45.4,34.76,48.06,5.84
543,Plettenberg Bay,0,ZA,1584741803,78,-34.05,23.37,64.44,4.7
544,Aykhal,100,RU,1584741801,70,66.0,111.5,-5.8,8.95
545,Vanimo,100,PG,1584742061,76,-2.67,141.3,82.08,1.95
546,Kamaishi,0,JP,1584742061,63,39.27,141.88,41.4,5.66
547,Russell,20,US,1584741789,48,32.35,-85.2,84.99,10.29
548,Tual,100,ID,1584742061,75,-5.67,132.75,81.9,3.4
549,Voskresenskoye,98,RU,1584742061,86,56.84,45.43,32.4,7.18
550,Distrikt Brokopondo,100,SR,1584742061,67,4.75,-55.17,82.08,2.26
551,Mérida,20,MX,1584741968,27,20.97,-89.62,98.6,13.87
552,Tevaitoa,56,PF,1584742061,70,-16.78,-151.5,83.7,8.23
553,Āmlāgora,99,IN,1584742061,27,22.83,87.33,73.8,3.13
554,Teruel,75,ES,1584742061,93,40.67,-0.67,50.0,6.93
555,Wajima,81,JP,1584742062,73,37.4,136.9,49.32,21.9
556,Jiazi,100,CN,1584742062,88,22.88,116.07,66.24,3.13
557,Bilibino,4,RU,1584741787,90,68.05,166.44,-19.8,0.47
558,Fuyang,0,CN,1584742062,70,32.9,115.82,56.16,3.96
559,Nawalgarh,39,IN,1584742062,31,27.85,75.27,71.46,8.28
560,Wanning,100,CN,1584741805,93,18.8,110.4,74.16,8.03
561,Aripuanã,100,BR,1584741786,91,-9.17,-60.63,75.78,2.53
562,Amahai,100,ID,1584742062,78,-3.33,128.92,81.0,3.62
563,Blagoyevo,39,RU,1584742062,95,63.37,47.92,10.62,6.55
564,Storslett,96,NO,1584742062,61,69.77,21.02,28.98,27.2
565,Bartica,75,GY,1584742062,88,6.4,-58.62,78.8,4.7
566,Karlstad,0,SE,1584742042,73,59.38,13.5,27.0,4.7
567,Pitimbu,20,BR,1584742062,78,-7.47,-34.81,82.4,6.93
568,Ishinomaki,75,JP,1584742062,45,38.42,141.3,46.4,3.36
569,San Patricio,5,MX,1584741789,78,19.22,-104.7,82.4,11.41
570,Mandalgovi,19,MN,1584741768,54,45.76,106.27,24.66,9.93
571,Beringovskiy,100,RU,1584742063,94,63.05,179.32,13.14,9.82
572,Jalu,0,LY,1584741775,25,29.03,21.55,61.02,6.89
573,Nieuw Amsterdam,0,SR,1584742063,78,5.88,-55.08,84.0,5.99
574,Te Anau,100,NZ,1584741776,95,-45.42,167.72,42.84,4.25
575,Rovaniemi,68,FI,1584742063,57,66.5,25.72,19.4,6.93
576,Progreso,20,MX,1584742063,27,21.28,-89.67,98.6,13.87
577,Haines Junction,91,CA,1584741801,90,60.75,-137.51,25.38,1.63
578,Hīt,65,IQ,1584742063,46,33.64,42.83,59.04,9.98
579,Noyabrsk,99,RU,1584741804,93,63.2,75.45,19.98,7.74
580,Bayan,0,CN,1584742063,87,46.08,127.4,24.12,6.69
581,Chifeng,94,CN,1584742063,55,42.27,118.96,32.94,1.07
582,Nowogard,100,PL,1584742064,93,53.67,15.12,41.0,3.36
583,Samarai,8,PG,1584742064,87,-10.62,150.67,77.4,2.15
584,Grevenmacher,75,LU,1584742064,87,49.67,6.44,50.0,14.99
585,Klaksvík,94,FO,1584741780,93,62.23,-6.59,39.2,16.11
586,Tunkas,75,MX,1584742064,34,20.9,-88.75,93.2,11.41
587,Ati,0,TD,1584742064,7,13.22,18.34,83.88,11.45
